File,max_Deviation,min_Deviation,span_Deviation
KW_019.xyz,7.438747340762893,0.20901510547087263,7.22973223529202
KW_025.xyz,7.4382645299616765,0.2091266436349037,7.229137886326773
KW_031.xyz,7.438682734801034,0.20912889918421126,7.229553835616823
KW_179.xyz,7.438755285943072,0.2090310622969706,7.229724223646102
KW_151.xyz,7.438668578366561,0.20898450371977342,7.229684074646787
KW_145.xyz,7.438332253625002,0.2090719552044224,7.22926029842058
KW_192.xyz,7.438808675749431,0.20899549788452385,7.229813177864908
KW_186.xyz,7.438261872593691,0.2090167173649036,7.229245155228788
KW_187.xyz,7.43846423916241,0.2090655615590478,7.229398677603362
KW_193.xyz,7.438652653742611,0.2089895719360179,7.229663081806594
KW_144.xyz,7.438662907061793,0.20905089928770934,7.229612007774083
KW_150.xyz,7.43881732194984,0.20911368059024737,7.229703641359593
KW_178.xyz,7.438729699311302,0.2090073519400693,7.229722347371232
KW_030.xyz,7.438772895084848,0.2091594530639244,7.2296134420209235
KW_024.xyz,7.438643670213273,0.20910856191940108,7.229535108293872
KW_018.xyz,7.438797102677287,0.20911185919024297,7.229685243487045
KW_032.xyz,7.438725352009845,0.20902459098632392,7.229700761023521
KW_026.xyz,7.438641288737749,0.20915129862613813,7.2294899901116105
KW_146.xyz,7.4387727661359575,0.20902703905715164,7.2297457270788055
KW_152.xyz,7.438498112964673,0.20902458128650803,7.229473531678165
KW_185.xyz,7.438671309633261,0.20905421687447492,7.229617092758786
KW_191.xyz,7.438599004293887,0.20900579917791753,7.229593205115969
KW_190.xyz,7.438322828540652,0.20907112700227165,7.229251701538381
KW_184.xyz,7.438661169669176,0.2089964042394031,7.229664765429773
KW_153.xyz,7.438720930812837,0.20911997312547645,7.22960095768736
KW_147.xyz,7.438713387021508,0.20903630141197965,7.229677085609528
KW_027.xyz,7.438794846501011,0.20914396030485796,7.229650886196153
KW_033.xyz,7.4386928709485645,0.20905565142564314,7.229637219522921
KW_037.xyz,7.438781558598088,0.2091244758463246,7.229657082751764
KW_023.xyz,7.4386403092937625,0.2091107420100651,7.229529567283698
KW_143.xyz,7.438387797010989,0.20901278968761697,7.229375007323372
KW_157.xyz,7.438354040359265,0.20908844598399023,7.229265594375274
