File,max_Deviation,min_Deviation,span_Deviation
KW_180.xyz,7.438665766700101,0.20901808761205332,7.229647679088048
KW_194.xyz,7.43867725601501,0.2091051585351256,7.229572097479885
KW_195.xyz,7.438483645546584,0.20903819236206572,7.2294454531845185
KW_181.xyz,7.438657172748587,0.2089862605627461,7.229670912185841
KW_156.xyz,7.438632200750686,0.20907436621690378,7.229557834533782
KW_142.xyz,7.438655975987464,0.20906408530639595,7.229591890681068
KW_022.xyz,7.438391746583397,0.2091131517934728,7.229278594789924
KW_036.xyz,7.438514192988409,0.20903362298204564,7.229480570006364
KW_020.xyz,7.438798242364555,0.20910210834900733,7.229696134015548
KW_034.xyz,7.438658672768969,0.20911706998951565,7.229541602779453
KW_008.xyz,7.438532143168436,0.20912446553428415,7.229407677634152
KW_154.xyz,7.438556209012942,0.20899901394025763,7.229557195072685
KW_140.xyz,7.438669011120606,0.20898582806257462,7.2296831830580315
KW_168.xyz,7.438648301262065,0.20907487741237588,7.229573423849689
KW_197.xyz,7.438669088944205,0.20908378478016892,7.229585304164036
KW_183.xyz,7.4384499998771245,0.20904544490612562,7.229404554970999
KW_182.xyz,7.438733216638502,0.20900356006058846,7.229729656577914
KW_196.xyz,7.438711216698294,0.20906362602327552,7.229647590675018
KW_169.xyz,7.4386572507750355,0.20910155180677162,7.229555698968264
KW_141.xyz,7.43875841834953,0.2090300820527993,7.229728336296731
KW_155.xyz,7.4384735529675705,0.20907681334141287,7.229396739626158
KW_009.xyz,7.438250860050231,0.20912846791625475,7.229122392133976
KW_035.xyz,7.438715947726529,0.20901075670644323,7.229705191020086
KW_021.xyz,7.438869777690156,0.20911686269643587,7.22975291499372
KW_046.xyz,7.43852289079801,0.20913919934101305,7.229383691456997
KW_052.xyz,7.438633643567144,0.20909800757778635,7.2295356359893574
KW_085.xyz,7.438624915372868,0.2090959264954724,7.229528988877395
KW_091.xyz,7.438394684957098,0.20916326339249922,7.229231421564599
KW_132.xyz,7.43866042630654,0.20903950539072755,7.229620920915813
KW_126.xyz,7.438679121283563,0.2090490073953952,7.2296301138881685
KW_127.xyz,7.4386738884958525,0.20899917523521475,7.229674713260637
KW_133.xyz,7.4386963148735274,0.20901082300684812,7.22968549186668
KW_090.xyz,7.438640826027091,0.20901549976257744,7.229625326264514
KW_084.xyz,7.438803765523662,0.20913397094924582,7.229669794574416
KW_053.xyz,7.438625414026775,0.2090380330801072,7.2295873809466675
KW_047.xyz,7.4383455944882,0.20912858918378424,7.229217005304416
KW_079.xyz,7.438550446508849,0.2091424101252541,7.229408036383595
KW_051.xyz,7.438650291055629,0.20907318970398858,7.229577101351641
KW_045.xyz,7.438654245198456,0.2091381479620588,7.229516097236397
KW_092.xyz,7.438701755301995,0.20913769432122944,7.229564060980766
KW_086.xyz,7.438560960625718,0.20915891346294568,7.229402047162773
KW_119.xyz,7.438730289826416,0.2090886410018488,7.229641648824567
KW_125.xyz,7.438619485735307,0.20916123457514776,7.2294582511601595
KW_131.xyz,7.438797612492291,0.20910873034380942,7.229688882148482
KW_130.xyz,7.4384226453426265,0.20900911813124326,7.229413527211383
KW_124.xyz,7.438755978036785,0.2090473698375562,7.229708608199229
KW_118.xyz,7.438680858627892,0.20904287710897973,7.229637981518913
KW_087.xyz,7.438392579418889,0.20910173361787318,7.229290845801016
KW_093.xyz,7.438648470682964,0.20913589038947858,7.229512580293486
KW_044.xyz,7.438276387288523,0.20912156191555187,7.229154825372971
KW_050.xyz,7.438694475100386,0.20913547536704524,7.2295589997333405
KW_078.xyz,7.438696522538407,0.20916351114379392,7.229533011394613
KW_054.xyz,7.438616653559921,0.2091280128772805,7.229488640682641
KW_040.xyz,7.438744083281061,0.20913369630215023,7.22961038697891
KW_068.xyz,7.438612241713773,0.2091174504961267,7.229494791217647
KW_097.xyz,7.438682499277812,0.20911684413026133,7.2295656551475505
KW_083.xyz,7.438324465466736,0.20903873032048392,7.229285735146252
KW_120.xyz,7.4387674666332995,0.2090405953134462,7.229726871319853
KW_134.xyz,7.438700682182137,0.2090532953172468,7.22964738686489
KW_108.xyz,7.438646312352874,0.20905594076945053,7.2295903715834235
KW_109.xyz,7.438336802031083,0.20902320891709608,7.229313593113987
KW_135.xyz,7.438745017747953,0.2089886649581742,7.229756352789779
KW_121.xyz,7.438413332569588,0.20901588538673324,7.229397447182854
KW_082.xyz,7.438547136056947,0.20912342908913864,7.2294237069678084
KW_096.xyz,7.438740451033763,0.20903067971472514,7.229709771319039
KW_069.xyz,7.4386167459973365,0.2091300334815638,7.229486712515772
KW_041.xyz,7.438621977658631,0.20902328706629797,7.229598690592333
KW_055.xyz,7.4386195070651375,0.2091383371957423,7.229481169869395
KW_043.xyz,7.438312381150109,0.20904168819161406,7.229270692958495
KW_057.xyz,7.438638990228052,0.20913879779706107,7.229500192430991
KW_080.xyz,7.438710871560139,0.20901423061121938,7.229696640948919
KW_094.xyz,7.438540166367995,0.20901768932078452,7.22952247704721
KW_137.xyz,7.438836413806463,0.20924707362111422,7.229589340185349
KW_123.xyz,7.43865463239859,0.20901497138961123,7.229639661008979
KW_122.xyz,7.43874463821383,0.2090478591973618,7.229696779016468
KW_136.xyz,7.438441171808042,0.20912248153175686,7.229318690276285
KW_095.xyz,7.438724852616408,0.20901026292983796,7.22971458968657
KW_081.xyz,7.438340227075191,0.20908714797662717,7.229253079098564
KW_056.xyz,7.438626688794311,0.20907451388918738,7.229552174905123
KW_042.xyz,7.438449026254734,0.20910391701257056,7.229345109242163
KW_067.xyz,7.43858536434321,0.20902799276891124,7.229557371574298
KW_073.xyz,7.438769420868818,0.20900963769405465,7.229759783174763
KW_098.xyz,7.438691615394202,0.20911425638870249,7.229577359005499
KW_113.xyz,7.43863445388164,0.2090537415044275,7.229580712377213
KW_107.xyz,7.438765476462207,0.20904592819282564,7.229719548269381
KW_106.xyz,7.438781957924697,0.20914745422548178,7.229634503699216
KW_112.xyz,7.438678772224339,0.209013064761512,7.229665707462827
KW_099.xyz,7.438654091437577,0.20908860191076892,7.229565489526808
KW_072.xyz,7.438661607029318,0.20909791527894295,7.229563691750375
KW_066.xyz,7.438345498351768,0.20908747299635147,7.229258025355416
KW_058.xyz,7.438662493847197,0.20900963769405465,7.229652856153142
KW_070.xyz,7.438631536368367,0.20904382046355735,7.22958771590481
KW_064.xyz,7.438492360352063,0.20899907898840128,7.229493281363662
KW_138.xyz,7.438684461692605,0.2090171612212739,7.229667300471331
KW_104.xyz,7.438642715674682,0.20899799499516736,7.229644720679515
KW_110.xyz,7.438421641942597,0.20900963769405465,7.229412004248542
KW_111.xyz,7.438824408399153,0.20905199098310448,7.229772417416049
KW_105.xyz,7.438684875683403,0.20902635959610452,7.229658516087299
KW_139.xyz,7.438758144930174,0.2090974325476045,7.229660712382569
KW_065.xyz,7.438363039305692,0.20901797867647653,7.229345060629216
KW_071.xyz,7.438624452852086,0.20909906472531148,7.229525388126775
KW_059.xyz,7.438689051295598,0.20906282034833454,7.229626230947264
KW_075.xyz,7.438794684250736,0.20912405861832348,7.229670625632412
KW_061.xyz,7.438631557387488,0.20914960440316402,7.229481952984324
KW_049.xyz,7.438779684826404,0.20910236808558622,7.229677316740817
KW_101.xyz,7.438697488423763,0.20923643894169103,7.229461049482072
KW_115.xyz,7.4386447599969445,0.2090793618437745,7.22956539815317
KW_129.xyz,7.43860334159908,0.20904343319750562,7.2295599084015745
KW_128.xyz,7.438696022173039,0.20914283423775246,7.229553187935286
KW_114.xyz,7.43868601683019,0.2090946251365635,7.229591391693627
KW_100.xyz,7.438288627314955,0.20911723348638678,7.229171393828568
KW_048.xyz,7.438661741409472,0.20911484433679023,7.229546897072682
KW_060.xyz,7.438608114320917,0.2091111732141542,7.229496941106762
KW_074.xyz,7.438671571166521,0.20903788361682196,7.229633687549699
KW_062.xyz,7.438659117348032,0.2090834284657682,7.229575688882264
KW_076.xyz,7.4384606870660415,0.20912474480080065,7.229335942265241
KW_089.xyz,7.438685072294296,0.20907908437478867,7.229605987919507
KW_116.xyz,7.438382667165357,0.2090703892018188,7.229312277963538
KW_102.xyz,7.438351379437919,0.20902784958229848,7.229323529855621
KW_103.xyz,7.4388750099980845,0.20900348263366328,7.229871527364422
KW_117.xyz,7.438607800936274,0.2090461726078715,7.229561628328402
KW_088.xyz,7.438587487412647,0.209130404229036,7.229457083183611
KW_077.xyz,7.438294692931304,0.2090354835930972,7.229259209338207
KW_063.xyz,7.438693200314892,0.2091193857489066,7.229573814565985
KW_038.xyz,7.4386886811357416,0.20916643433639154,7.22952224679935
KW_004.xyz,7.438433886454124,0.20912915248477434,7.22930473396935
KW_010.xyz,7.438705599877508,0.20913914108315546,7.229566458794353
KW_158.xyz,7.438650743193285,0.20898913945226916,7.2296616037410155
KW_170.xyz,7.438376943654376,0.209012807858753,7.229364135795623
KW_164.xyz,7.438760443366623,0.20910602168756406,7.229654421679059
KW_165.xyz,7.438757192535996,0.2089856228380316,7.229771569697964
KW_171.xyz,7.438617660293678,0.2090686619199539,7.2295489983737244
KW_159.xyz,7.438312011507315,0.20904111042806867,7.229270901079246
KW_011.xyz,7.438663714341509,0.20905346146380832,7.2296102528777
KW_005.xyz,7.4384040705080015,0.20902531461523985,7.229378755892761
KW_039.xyz,7.438691615394202,0.20915079424663918,7.2295408211475625
KW_013.xyz,7.438409172743389,0.2091262934329397,7.22928287931045
KW_007.xyz,7.43835895984652,0.20915108421186823,7.229207875634652
KW_167.xyz,7.438634442020323,0.20901942045896119,7.2296150215613615
KW_173.xyz,7.438733042283545,0.20901265959027454,7.22972038269327
KW_198.xyz,7.438720105432184,0.20904090715934046,7.229679198272843
KW_199.xyz,7.438653328292024,0.20899917767541576,7.229654150616608
KW_172.xyz,7.438658235397362,0.20905639257147818,7.229601842825884
KW_166.xyz,7.438324076920419,0.2091064532839673,7.229217623636452
KW_006.xyz,7.43868377406662,0.20915559795998767,7.229528176106633
KW_012.xyz,7.438700367131412,0.20913943956365572,7.229560927567756
KW_016.xyz,7.438709291627547,0.20910790955150405,7.229601382076043
KW_002.xyz,7.438480272037899,0.20910520462437082,7.229375067413528
KW_200.xyz,7.43863065981858,0.2089818943688663,7.2296487654497135
KW_162.xyz,7.4387742528943575,0.20901116940010647,7.229763083494251
KW_176.xyz,7.438631487017287,0.20907719594924742,7.229554291068039
KW_189.xyz,7.438640779300678,0.20905635626308997,7.229584423037588
KW_188.xyz,7.43863120051438,0.209088014240415,7.229543186273965
KW_177.xyz,7.438757493042908,0.2090075716738511,7.229749921369057
KW_163.xyz,7.438713635517165,0.2090270089390364,7.229686626578129
KW_201.xyz,7.438644447596955,0.20900531826965554,7.2296391293273
KW_003.xyz,7.438466794418659,0.20906085401145766,7.229405940407201
KW_017.xyz,7.438782845279596,0.20905896646161817,7.229723878817978
KW_001.xyz,7.438761298259678,0.20913661552917986,7.229624682730498
KW_015.xyz,7.438677541025757,0.20905615504213218,7.2296213859836245
KW_029.xyz,7.438526405752016,0.20902043008519525,7.229505975666821
KW_175.xyz,7.438826735781053,0.2090574927836838,7.229769242997369
KW_161.xyz,7.438638131519573,0.20902091042764118,7.229617221091932
KW_149.xyz,7.4382824104952485,0.20902551186398277,7.229256898631266
KW_148.xyz,7.438681273652206,0.20899922439569002,7.229682049256516
KW_160.xyz,7.438728272092213,0.20902091042764118,7.2297073616645715
KW_174.xyz,7.438636955375494,0.20900207140839536,7.2296348839670985
KW_028.xyz,7.438397153903857,0.20901773786930142,7.229379416034556
KW_014.xyz,7.438799365619024,0.2091166476323681,7.229682717986656
