-4.303894	-3.362851
-4.304755	-3.362784
-4.345419	-2.922132
-4.303894	-3.362851
-4.345419	-2.922132
-4.351685	-2.845598
-4.351685	-2.845598
-4.345419	-2.922132
-4.352487	-2.845536
-4.351685	-2.845598
-4.352487	-2.845536
-4.310957	-2.399194
-4.351685	-2.845598
-4.310957	-2.399194
-4.303619	-2.328363
-4.303619	-2.328363
-4.310957	-2.399194
-4.304362	-2.328306
-4.303619	-2.328363
-4.304362	-2.328306
-4.285274	-2.261312
-4.186295	-3.779722
-4.304755	-3.362784
-4.303894	-3.362851
-4.186295	-3.779722
-4.303894	-3.362851
-4.161876	-3.862514
-4.161876	-3.862514
-4.162792	-3.862444
-4.186295	-3.779722
-3.97185	-4.246258
-4.162792	-3.862444
-4.161876	-3.862514
-3.97185	-4.246258
-4.161876	-3.862514
-3.930468	-4.327573
-3.930468	-4.327573
-3.931434	-4.327499
-3.97185	-4.246258
-3.675695	-4.666396
-3.931434	-4.327499
-3.930468	-4.327573
-3.675695	-4.666396
-3.930468	-4.327573
-3.617549	-4.74219
-3.617549	-4.74219
-3.618557	-4.742113
-3.675695	-4.666396
-3.307374	-5.02598
-3.618557	-4.742113
-3.617549	-4.74219
-3.307374	-5.02598
-3.617549	-4.74219
-3.233775	-5.092247
-3.234817	-5.092167
-3.307374	-5.02598
-3.233775	-5.092247
-2.878868	-5.312711
-3.234817	-5.092167
-3.233775	-5.092247
-2.878868	-5.312711
-3.233775	-5.092247
-2.792215	-5.365823
-2.793282	-5.36574
-2.878868	-5.312711
-2.792215	-5.365823
-2.404265	-5.516575
-2.793282	-5.36574
-2.792215	-5.365823
-2.404265	-5.516575
-2.792215	-5.365823
-2.307907	-5.5536
-2.308987	-5.553517
-2.404265	-5.516575
-2.307907	-5.5536
-1.899341	-5.630209
-2.308987	-5.553517
-2.307907	-5.5536
-1.899341	-5.630209
-2.307907	-5.5536
-1.797341	-5.649186
-1.798424	-5.649103
-1.899341	-5.630209
-1.797341	-5.649186
-1.381084	-5.649215
-1.798424	-5.649103
-1.797341	-5.649186
-1.381084	-5.649215
-1.797341	-5.649186
-1.277905	-5.649325
-1.27898	-5.649242
-1.381084	-5.649215
-1.277905	-5.649325
-0.867142	-5.572371
-1.27898	-5.649242
-1.277905	-5.649325
-0.867142	-5.572371
-1.277905	-5.649325
-0.767287	-5.554012
-0.768343	-5.55393
-0.867142	-5.572371
-0.767287	-5.554012
-0.37522	-5.401761
-0.768343	-5.55393
-0.767287	-5.554012
-0.37522	-5.401761
-0.767287	-5.554012
-0.282875	-5.366493
-0.283902	-5.366414
-0.37522	-5.401761
-0.282875	-5.366493
0.077541	-5.142766
-0.283902	-5.366414
-0.282875	-5.366493
0.077541	-5.142766
-0.282875	-5.366493
0.158834	-5.093153
0.157845	-5.093077
0.077541	-5.142766
0.158834	-5.093153
0.475207	-4.803949
0.157845	-5.093077
0.158834	-5.093153
0.475207	-4.803949
0.158834	-5.093153
0.542799	-4.743301
0.541856	-4.743229
0.475207	-4.803949
0.542799	-4.743301
0.541856	-4.743229
0.542799	-4.743301
0.855944	-4.328852
0.541856	-4.743229
0.855944	-4.328852
