1.83688	0.008068
1.81403	0.304527
1.824363	0.159549
1.83688	0.008068
1.824363	0.159549
1.834603	0.025384
1.834603	0.025384
1.813956	-0.179341
1.83688	0.008068
1.803213	-0.287358
1.83688	0.008068
1.813956	-0.179341
1.803213	-0.287358
1.813956	-0.179341
1.803166	-0.273362
1.81403	0.304527
1.83688	0.008068
1.847854	0.007868
1.803213	-0.287358
1.81395	-0.289632
1.83688	0.008068
1.83688	0.008068
1.81395	-0.289632
1.847854	0.007868
1.81395	-0.289632
1.74208	-0.571814
1.832559	-0.273544
1.81395	-0.289632
1.832559	-0.273544
1.847854	0.007868
1.803213	-0.287358
1.724356	-0.575338
1.81395	-0.289632
1.724356	-0.575338
1.74208	-0.571814
1.81395	-0.289632
1.724356	-0.575338
1.59515	-0.846702
1.74208	-0.571814
1.74208	-0.571814
1.59515	-0.846702
1.957936	-0.774716
1.832559	-0.273544
1.74208	-0.571814
2.075735	-0.460842
1.74208	-0.571814
1.957936	-0.774716
2.075735	-0.460842
1.832559	-0.273544
2.075735	-0.460842
2.135597	-0.130979
2.075735	-0.460842
1.957936	-0.774716
2.023954	-0.693023
2.075735	-0.460842
2.023954	-0.693023
2.120175	-0.394894
2.135597	-0.130979
2.075735	-0.460842
2.120175	-0.394894
2.120175	-0.394894
2.023954	-0.693023
2.091522	-0.721182
1.957936	-0.774716
1.879976	-0.971248
2.023954	-0.693023
2.091522	-0.721182
2.023954	-0.693023
1.941987	-1.010144
2.023954	-0.693023
1.879976	-0.971248
1.941987	-1.010144
2.159356	-0.815984
2.091522	-0.721182
1.941987	-1.010144
2.159356	-0.815984
1.941987	-1.010144
1.988129	-1.122494
1.988129	-1.122494
1.941987	-1.010144
1.746929	-1.270553
1.941987	-1.010144
1.879976	-0.971248
1.746929	-1.270553
1.988129	-1.122494
1.746929	-1.270553
1.767565	-1.395658
1.767565	-1.395658
1.746929	-1.270553
1.51167	-1.495305
1.746929	-1.270553
1.692166	-1.221981
1.51167	-1.495305
1.879976	-0.971248
1.692166	-1.221981
1.746929	-1.270553
1.785986	-1.062512
1.692166	-1.221981
1.879976	-0.971248
1.692166	-1.221981
1.465649	-1.438381
1.51167	-1.495305
