sep=;
Fa li;8.169486;9.148989;8.360541;8.266058;8.956932;9.693755;10.353041;9.854791;8.526358;8.372267;8.207612;6.930715;7.517403;
fHa li;7.651648;8.559214;8.516305;9.400257;9.324521;11.204002;10.881800;9.363750;9.973292;9.301927;9.125617;8.184233;7.671337;
Ca li;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;
ffa li;2.809573;2.298496;2.170327;2.716287;1.726066;2.786504;2.465766;2.578033;3.312121;2.885984;2.197256;2.344461;2.590597;
Fb li;1.073276;1.680940;2.511875;0.464792;0.909956;2.314369;1.329114;1.818803;1.091349;1.566890;2.449210;1.318397;1.854644;
fHb li;0.847620;0.684190;1.815781;0.330169;-0.660495;0.050348;0.312966;1.497312;-0.339026;0.213706;-1.543351;-0.444437;0.616902;
Cb li;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
ffb li;1.057993;1.536131;1.246975;0.271050;1.020940;2.285722;1.237382;1.080995;1.204981;1.625844;1.386364;1.203457;1.558890;
Fa re;4.276274;3.465789;4.255526;4.265119;4.933064;7.480389;5.054081;4.388822;5.301465;5.143181;5.358396;4.450565;4.755142;
fHa re;4.733128;3.174864;4.041703;4.960071;5.660891;7.060057;5.839583;5.774014;6.597085;6.259063;6.539002;5.196851;5.016139;
Ca re;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
ffa re;2.947206;2.277417;1.807543;2.247512;2.815992;3.300192;1.108707;1.894707;2.627898;2.200747;2.934407;2.097287;3.862460;
Fb re;1.136100;1.784619;1.125949;0.807606;0.873359;1.109418;2.271430;0.319999;1.624615;1.155329;1.450592;1.084599;0.673806;
fHb re;-0.564739;1.640083;-0.494544;0.159705;-0.721407;0.429843;1.779185;-0.222237;-0.725985;0.749408;0.355182;0.461979;-0.019757;
Cb re;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;0.000000;
ffb re;0.898550;1.286286;1.434269;0.786319;0.671944;1.230092;2.218917;0.242514;1.385225;1.167325;1.609097;0.999981;0.668355;
fsa li;3.552354;
fsb li;3.359131;
fp max li;2.373225;
Fp li;5.089704;
fu max li;2.328201;
Fp z/8 li;0.000000;
fk' li;11.906409;
fsa re;3.885193;
fsb re;2.505170;
fp max re;1.963896;
Fp re;5.071597;
fu max re;1.730323;
Fp z/8 re;0.000000;
fk' re;5.722827;
Fr;4.787947;

F'i li;13.450515;
fl' li;3.809388;
fk' li;11.906409;
fi' li;11.902269;
