Mean,Variance,Max_Deviation,Min_Deviation,Span_Deviation,fl' re,fk' re,fi' re,fl' li,fk' li,fi' li
1825.50759252429,2532849150.11002,7.4283305441385,0.187543999029561,7.24078654510894,10.149422,10010.02251,10009.397604,14.08928,10011.537539,10010.392506
1825.50596770617,2532849156.03534,7.42855838979784,0.187561903066694,7.24099648673115,15.413748,10014.342414,10012.899007,15.724708,10010.918934,10008.128891
1825.50126408496,2532849173.18748,7.4282216338242,0.187430605230309,7.24079102859389,14.634549,10012.595406,10011.339799,18.463035,10013.771739,10013.38882
1825.49538585768,2532849194.61428,7.42851676928268,0.187400550922349,7.24111621836033,16.327248,10025.959267,10024.318327,16.912094,10023.440184,10021.978208
1825.49684136568,2532849189.30555,7.42852661646473,0.18751190755256,7.24101470891217,15.989361,10023.808082,10023.839137,16.401681,10022.826387,10022.776342
1825.5171435454,2532849115.28053,7.42854581195761,0.187650028241404,7.2408957837162,21.791181,10019.472019,10019.423474,19.057725,10016.70467,10016.580041
1825.49704596347,2532849188.56326,7.42856482438122,0.187533908645876,7.24103091573534,5.059968,10023.515201,10021.789487,5.197262,10014.391575,10014.404686
1825.49607445939,2532849192.10718,7.4283957359938,0.187434757313044,7.24096097868076,14.141897,10018.367359,10018.380833,11.784523,10014.147702,10011.428829
1825.50619220555,2532849155.21753,7.42821537203351,0.187420299266114,7.24079507276739,14.72065,10008.775052,10006.239337,18.165987,10008.195978,10007.486119
1825.49509637364,2532849195.67826,7.42857925883476,0.187413257252522,7.24116600158223,8.980284,10036.970639,10030.903253,10.32748,10011.042491,10010.26499
1825.50447847573,2532849161.46636,7.42854390850656,0.187412845816395,7.24113106269017,12.48028,10014.564829,10012.310493,16.686228,10013.805887,10013.505351
1825.49330585891,2532849202.19972,7.42825137913284,0.187489228647941,7.2407621504849,22.060596,10026.882468,10025.547083,25.482893,10028.103414,10027.801484
1825.49670510868,2532849189.80816,7.42852064621106,0.187534169211906,7.24098647699915,8.005401,10011.954485,10010.990852,10.259534,10011.989406,10011.259436
1825.51182284393,2532849134.68344,7.42854861773671,0.187520573540611,7.24102804419609,11.612866,10011.671911,10009.68007,15.050994,10009.31428,10008.693678
1825.50383978502,2532849163.79652,7.4286160870508,0.187431914043473,7.24118417300733,14.195405,10015.116195,10014.607909,16.863919,10008.227556,10007.820085
1825.51053424182,2532849139.38498,7.42861254591118,0.187541057502084,7.24107148840909,14.196132,10013.180099,10013.040439,15.161025,10008.627556,10008.398644
1825.5035598454,2532849164.81227,7.42853732977239,0.18753296477153,7.24100436500086,13.238835,10019.754372,10015.507068,15.841538,10014.314987,10014.336604
1825.50723460809,2532849151.41702,7.42836390867444,0.187419412724509,7.24094449594993,7.799262,10007.194857,10006.038193,9.508743,10005.88381,10005.602907
1825.51383184554,2532849127.36458,7.42856046486349,0.187472715894873,7.24108774896862,10.881149,10002.93905,10001.590041,8.714329,10000.947024,9999.106462
1825.51952081505,2532849106.61966,7.42844706359182,0.187451698226503,7.24099536536532,10.906433,10000.396358,9998.911435,12.713391,10007.055591,9999.059117
